business_key;business_id;status;effective_from;effective_till
7658183;1818;T;'2018-05-01 16:44:42.097';'2018-05-13 20:47:55.233'
9162104;1818;F;'2020-02-10 02:05:38.858';
7660650;1819;T;'2018-05-01 20:45:08.537';'2018-05-25 12:29:52.118'
7712269;1819;F;'2018-06-10 19:48:10.043';'2020-01-27 03:19:32.050'
9101725;1819;F;'2020-01-27 03:19:32.050';
9101726;1820;S;'2020-01-27 03:19:34.312';
7658322;1821;T;'2018-05-01 23:02:06.663';'2018-06-08 12:00:32.114'
7708278;1821;E;'2018-06-08 12:00:32.114';'2018-06-22 12:48:10.927'
7732625;1821;F;'2018-06-22 12:48:10.927';'2020-01-27 03:19:36.667'
9101728;1821;F;'2020-01-27 03:19:36.667';
7743769;1822;F;'2018-06-28 10:07:11.414';'2018-06-28 10:48:18.864'
7744278;1822;F;'2018-06-28 10:48:18.864';'2020-01-27 03:19:38.894'
7658807;1823;T;'2018-05-02 11:26:10.151';'2018-06-14 10:03:06.688'
7721196;1823;E;'2018-06-14 10:03:06.688';'2018-06-28 10:07:00.954'
7744070;1823;F;'2018-06-28 10:48:13.843';'2020-02-10 02:05:38.035'
9162099;1823;F;'2020-02-10 02:05:38.035';
7659107;1824;T;'2018-05-02 23:42:13.140';'2018-06-14 10:03:06.648'
7744069;1824;F;'2018-06-28 10:48:13.820';'2020-01-27 03:19:43.167'
7744093;1825;F;'2018-06-28 10:48:14.375';'2020-01-27 03:19:45.310'
7660747;1826;T;'2018-05-05 14:13:05.944';'2018-06-14 10:03:13.603'
7744399;1826;F;'2018-06-28 10:48:21.675';'2020-01-27 03:19:47.337'
9101733;1826;F;'2020-01-27 03:19:47.337';
7659763;1827;T;'2018-05-06 10:17:05.669';'2018-06-14 10:03:00.942'
7721047;1827;E;'2018-06-14 10:03:00.942';'2018-06-28 10:07:06.587'
7744309;1827;F;'2018-06-28 10:48:19.575';'2020-01-27 03:19:49.312'
7659782;1829;T;'2018-05-06 12:51:12.837';'2018-06-14 10:03:06.301'
7743455;1829;F;'2018-06-28 10:07:00.577';'2018-06-28 10:48:13.603'
7744061;1829;F;'2018-06-28 10:48:13.603';'2020-01-27 03:19:53.997'
7743720;1830;F;'2018-06-28 10:07:09.750';'2018-06-28 10:48:20.834'
9162092;1830;F;'2020-02-10 02:05:36.920';
7660034;1831;S;'2018-05-06 22:34:52.793';'2018-07-12 02:09:36.892'
7764566;1831;E;'2018-07-12 02:09:36.892';'2018-07-26 02:12:34.718'
7788743;1831;P;'2018-08-02 02:00:00.000';'2018-09-03 02:00:00.000'
9127150;1831;L;'2020-02-03 03:28:52.046';'2020-08-01 02:00:00.000'
9661156;1831;R;'2020-08-01 02:00:00.000';
7721228;1832;E;'2018-06-14 10:03:07.890';'2018-06-28 10:07:02.794'
7661960;1833;T;'2018-05-08 20:20:59.807';'2018-06-10 10:52:03.726'
7709339;1833;F;'2018-06-10 10:52:03.726';'2020-01-27 03:20:00.575'
9101739;1833;F;'2020-01-27 03:20:00.575';
7743516;1834;F;'2018-06-28 10:07:02.726';'2018-06-28 10:48:14.468'
7682711;1835;E;'2018-05-25 12:34:14.461';'2018-05-29 12:34:15.697'
7696337;1835;F;'2018-05-29 12:34:15.697';'2018-06-13 19:48:10.273'
7716373;1835;F;'2018-06-13 19:48:10.273';'2020-02-10 02:05:36.097'
7721147;1836;E;'2018-06-14 10:03:04.824';'2018-06-28 10:07:08.987'
7743698;1836;F;'2018-06-28 10:07:08.987';'2018-06-28 10:48:20.607'
7662141;1837;T;'2018-05-08 23:47:16.876';'2018-06-14 10:03:04.441'
7743689;1837;F;'2018-06-28 10:07:08.681';'2018-06-28 10:48:20.456'
7744347;1837;F;'2018-06-28 10:48:20.456';'2020-02-10 02:05:35.562'
7744038;1838;F;'2018-06-28 10:48:13.048';'2020-01-27 03:20:11.744'
7662377;1839;T;'2018-05-09 01:56:12.236';'2018-06-14 10:03:10.696'
7744220;1839;F;'2018-06-28 10:48:17.445';'2020-01-27 03:20:13.975'
9101743;1839;F;'2020-01-27 03:20:13.975';
7663014;1840;T;'2018-05-09 19:45:43.456';'2018-05-24 16:51:48.375'
7682107;1840;E;'2018-05-24 16:51:48.375';'2018-06-07 17:48:09.869'
9162079;1840;F;'2020-02-10 02:05:35.007';
7663086;1841;T;'2018-05-09 21:13:51.731';'2018-06-14 10:03:03.795'
7721122;1841;E;'2018-06-14 10:03:03.795';'2018-06-28 10:06:59.965'
9101744;1841;F;'2020-01-27 03:20:18.288';
7663189;1842;T;'2018-05-09 22:40:54.844';'2018-05-10 11:51:29.350'
7663548;1842;T;'2018-05-10 11:51:29.350';'2018-05-14 12:01:50.712'
7666345;1842;B;'2018-05-14 12:01:50.712';'2020-02-10 02:05:34.612'
9162076;1842;B;'2020-02-10 02:05:34.612';
7664154;1843;T;'2018-05-10 23:03:44.042';'2018-06-14 10:03:00.540'
7744301;1843;F;'2018-06-28 10:48:19.390';'2020-01-27 03:20:22.833'
7664171;1844;S;'2018-05-10 23:36:43.963';'2020-01-27 03:20:25.152'
7664195;1845;T;'2018-05-11 00:10:14.973';'2018-05-11 00:23:07.527'
7664228;1846;T;'2018-05-11 01:00:06.439';'2018-05-14 12:02:14.245'
7666346;1846;T;'2018-05-14 12:02:14.245';'2018-05-14 17:27:54.540'
7666710;1846;E;'2018-05-14 17:27:54.540';'2018-05-15 13:59:17.864'
7667790;1846;E;'2018-05-15 13:59:17.864';'2018-05-24 14:00:59.945'
7682016;1846;F;'2018-05-24 14:00:59.945';'2018-05-24 15:45:50.993'
7793743;1846;L;'2018-08-17 02:00:00.000';'2018-08-17 17:15:40.877'
7793993;1846;L;'2018-08-17 17:15:40.877';'2020-02-10 02:05:33.898'
9162073;1846;L;'2020-02-10 02:05:33.898';'2020-05-13 13:39:27.589'
9497380;1846;O;'2020-05-13 13:39:27.589';'2020-05-22 01:00:00.036'
9511664;1846;L;'2020-05-22 01:00:00.036';'2020-06-20 11:47:07.982'
9576912;1846;P;'2020-06-24 13:25:19.715';'2020-09-24 02:00:59.392'
7664259;1847;S;'2018-05-11 01:58:43.569';'2020-01-27 03:20:32.038'
7744434;1849;F;'2018-06-28 10:48:22.487';'2020-01-27 03:20:36.542'
9101751;1849;F;'2020-01-27 03:20:36.542';
7685134;1850;F;'2018-05-28 13:48:09.247';'2020-01-27 03:20:38.779'
7665314;1851;T;'2018-05-12 14:40:34.624';'2018-06-14 10:03:13.943'
7721388;1851;E;'2018-06-14 10:03:13.943';'2018-06-28 10:07:12.431'
7744406;1851;F;'2018-06-28 10:48:21.835';'2020-01-27 03:20:40.806'
7665348;1852;T;'2018-05-12 16:07:35.832';'2018-06-14 10:03:10.550'
7721298;1852;E;'2018-06-14 10:03:10.550';'2018-06-28 10:07:01.550'
7743483;1852;F;'2018-06-28 10:07:01.550';'2018-06-28 10:48:14.934'
7744117;1852;F;'2018-06-28 10:48:14.934';'2020-01-27 03:20:43.073'
7665449;1853;S;'2018-05-12 20:22:15.270';'2019-05-23 21:12:57.678'
8310311;1853;S;'2019-05-23 21:12:57.678';'2019-05-26 14:22:21.080'
8313345;1853;T;'2019-05-26 14:22:21.080';'2019-06-04 14:25:45.061'
8329102;1853;E;'2019-06-04 14:25:45.061';'2019-06-09 14:26:42.966'
8337675;1853;F;'2019-06-09 14:26:42.966';'2019-07-09 14:34:59.939'
9162066;1853;F;'2020-02-10 02:05:32.562';
7702851;1854;T;'2018-06-06 01:00:05.941';'2018-06-14 10:03:07.404'
7721215;1854;E;'2018-06-14 10:03:07.404';'2018-06-28 10:07:02.237'
9101757;1854;F;'2020-01-27 03:20:45.205';
7744292;1855;F;'2018-06-28 10:48:19.188';'2020-02-10 02:05:32.128'
7665850;1856;S;'2018-05-13 18:23:13.792';'2018-05-13 18:48:13.171'
7679610;1856;F;'2018-05-22 15:54:22.791';'2020-01-27 03:20:49.583'
9101758;1856;F;'2020-01-27 03:20:49.583';
7665937;1857;T;'2018-05-13 22:20:41.866';'2018-05-25 16:55:54.812'
7682938;1857;E;'2018-05-25 16:55:54.812';'2018-05-29 14:00:16.341'
7848973;1857;L;'2018-10-10 01:00:03.354';'2018-10-31 13:02:42.197'
7666906;1859;S;'2018-05-14 21:03:35.547';'2018-05-14 22:05:57.280'
7673125;1859;E;'2018-05-21 10:43:58.615';'2018-05-25 10:42:46.669'
7716475;1859;F;'2018-06-13 22:48:10.285';'2020-01-27 03:20:56.349'
9101762;1859;F;'2020-01-27 03:20:56.349';
7666973;1860;S;'2018-05-14 22:46:37.560';'2020-02-10 02:05:31.112'
9162058;1860;S;'2020-02-10 02:05:31.112';
7743756;1862;F;'2018-06-28 10:07:10.965';'2018-06-28 10:48:18.213'
7744251;1862;F;'2018-06-28 10:48:18.213';'2020-01-27 03:21:03.084'
9101765;1862;F;'2020-01-27 03:21:03.084';
7667847;1863;T;'2018-05-15 14:15:25.786';'2018-05-16 15:58:19.547'
8104290;1863;E;'2019-02-06 11:22:52.543';'2019-02-11 11:27:15.299'
8112644;1863;F;'2019-02-11 11:27:15.299';'2019-02-11 17:24:48.594'
7667995;1864;S;'2018-05-15 15:44:26.148';'2020-01-27 03:21:05.346'
9101766;1864;S;'2020-01-27 03:21:05.346';
7668235;1865;T;'2018-05-15 18:38:40.371';'2018-05-21 18:20:28.545'
7701702;1865;F;'2018-06-04 18:48:09.616';'2020-01-27 03:21:07.509'
9101767;1865;F;'2020-01-27 03:21:07.509';
7668943;1866;T;'2018-05-16 09:06:18.300';'2018-06-14 10:03:02.946'
7743660;1866;F;'2018-06-28 10:07:07.716';'2018-07-20 18:48:13.357'
9101769;1866;F;'2020-01-27 03:21:09.687';
7670466;1867;E;'2018-05-17 15:26:34.475';'2018-05-31 14:57:23.625'
7889863;1867;L;'2018-11-06 01:00:00.527';'2018-11-06 09:20:33.247'
7890283;1867;P;'2018-11-06 09:20:33.247';'2018-12-19 09:35:14.024'
8080880;1867;B;'2019-01-24 10:12:39.278';'2019-01-24 10:45:39.686'
8080915;1867;P;'2019-01-24 10:45:39.686';'2019-02-04 10:21:52.603'
8100330;1867;L;'2019-02-04 10:33:39.291';'2019-02-04 21:53:13.762'
8101593;1867;O;'2019-02-04 21:53:13.762';'2019-02-04 22:31:02.116'
8102391;1867;L;'2019-02-05 10:12:41.683';'2019-02-05 10:21:08.075'
9011906;1867;P;'2019-12-23 21:06:26.468';'2020-02-05 01:00:39.395'
9137388;1867;O;'2020-02-05 01:00:39.395';'2020-02-13 01:00:00.033'
9296235;1867;L;'2020-02-13 01:00:00.033';'2020-02-13 10:25:50.162'
9310591;1867;P;'2020-02-13 10:25:50.162';'2020-06-05 02:16:54.365'
9544204;1867;P;'2020-06-08 09:44:24.407';'2020-09-05 13:24:35.620'
9739737;1867;O;'2020-09-05 13:24:35.620';'2020-09-13 03:00:47.547'
9749320;1867;P;'2020-09-13 03:00:47.547';'2020-10-05 13:25:17.590'
9101770;1868;F;'2020-01-27 03:21:12.010';
7744138;1869;F;'2018-06-28 10:48:15.445';'2020-01-27 03:21:14.129'
7670497;1870;S;'2018-05-17 16:05:52.039';'2020-01-27 03:21:16.389'
7671645;1871;T;'2018-05-18 20:48:13.617';'2018-06-14 10:03:12.177'
7721341;1871;E;'2018-06-14 10:03:12.177';'2018-06-28 10:07:11.031'
7673336;1872;T;'2018-05-19 11:59:55.239';'2018-06-14 10:03:13.182'
7744391;1872;F;'2018-06-28 10:48:21.492';'2020-01-27 03:21:21.000'
9101775;1872;F;'2020-01-27 03:21:21.000';
7673368;1873;T;'2018-05-19 12:42:15.155';'2018-06-14 10:02:59.804'
7721016;1873;E;'2018-06-14 10:02:59.804';'2018-06-28 10:07:05.605'
7798404;2057;F;'2018-08-12 19:27:51.420';'2020-01-27 03:28:46.299'
7743599;1873;F;'2018-06-28 10:07:05.605';'2018-06-28 10:48:19.166'
7673420;1874;T;'2018-05-19 15:35:42.963';'2018-05-23 13:06:38.404'
9101786;1874;F;'2020-01-27 03:22:26.101';
9101787;1875;S;'2020-01-27 03:22:28.418';
7744346;1876;F;'2018-06-28 10:48:20.433';'2020-01-27 03:22:30.615'
7673346;1877;T;'2018-05-21 05:57:53.391';'2018-06-14 10:03:05.730'
7721171;1877;E;'2018-06-14 10:03:05.730';'2018-06-28 10:07:09.582'
7743715;1877;F;'2018-06-28 10:07:09.582';'2018-06-28 10:48:16.505'
9101790;1877;F;'2020-01-27 03:22:32.884';
7721077;1879;E;'2018-06-14 10:03:02.094';'2018-06-28 10:06:59.521'
7743425;1879;F;'2018-06-28 10:06:59.521';'2018-06-28 10:48:12.401'
8944153;1880;F;'2019-11-28 14:44:45.831';'2020-02-10 03:30:19.103'
9176940;1880;F;'2020-02-10 03:30:19.103';
7703590;1881;E;'2018-06-06 13:19:03.321';'2018-06-20 13:48:10.778'
7683664;1882;T;'2018-05-26 23:48:14.060';'2018-06-14 12:32:52.087'
7721903;1882;E;'2018-06-14 12:32:52.087';'2018-06-28 10:07:14.143'
7743849;1882;F;'2018-06-28 10:07:14.143';'2018-07-17 17:14:50.908'
7683840;1883;S;'2018-05-27 10:46:10.031';'2020-01-27 03:22:43.861'
7684478;1884;T;'2018-05-28 07:15:13.654';'2018-05-30 14:25:39.806'
7697666;1884;E;'2018-05-30 14:25:39.806';'2018-06-13 17:17:05.370'
7936620;1884;P;'2018-12-04 13:48:46.408';'2018-12-20 18:23:34.751'
7963565;1884;P;'2018-12-20 18:23:34.751';'2019-03-13 11:23:24.638'
8983697;1884;O;'2019-12-13 01:00:18.669';'2019-12-13 11:20:17.836'
9320373;1884;P;'2020-02-13 11:19:08.962';'2020-04-13 02:00:28.885'
7697380;1885;S;'2018-05-30 09:47:29.978';'2018-05-30 09:57:02.690'
7697384;1885;T;'2018-05-30 09:57:02.690';'2018-06-14 12:30:16.263'
9101797;1885;F;'2020-01-27 03:22:46.077';
7698283;1886;T;'2018-05-31 07:44:54.132';'2018-06-14 12:31:31.535'
7744235;1886;F;'2018-06-28 10:48:17.814';'2020-01-27 03:22:48.090'
7721391;1887;E;'2018-06-14 10:03:14.049';'2018-06-28 10:07:12.570'
7743803;1887;F;'2018-06-28 10:07:12.570';'2018-06-28 10:48:21.927'
9101799;1887;F;'2020-01-27 03:22:50.431';
7699207;1888;S;'2018-06-01 10:02:32.518';'2020-01-27 03:22:52.811'
7700075;1889;S;'2018-06-03 01:55:13.289';'2020-01-27 03:22:55.028'
9101801;1889;S;'2020-01-27 03:22:55.028';
7701980;1890;T;'2018-06-04 18:10:14.363';'2018-06-05 10:57:03.505'
7702292;1890;F;'2018-06-05 10:57:03.505';'2020-01-27 03:22:57.133'
9101802;1890;F;'2020-01-27 03:22:57.133';
7702850;1891;T;'2018-06-05 22:43:36.760';'2018-06-14 10:03:05.770'
9101804;1891;F;'2020-01-27 03:22:59.390';
7703204;1892;S;'2018-06-06 11:32:26.204';'2020-01-27 03:23:01.543'
9101807;1893;S;'2020-01-27 03:23:03.525';
7703780;1894;S;'2018-06-06 19:35:37.199';'2020-01-27 03:23:05.476'
9101808;1894;S;'2020-01-27 03:23:05.476';
7707820;1895;T;'2018-06-07 22:43:51.823';'2018-06-14 10:03:03.357'
7721111;1895;E;'2018-06-14 10:03:03.357';'2018-06-28 10:07:07.852'
7744147;1895;F;'2018-06-28 10:48:15.649';'2020-01-27 03:23:07.623'
7714840;1896;E;'2018-06-12 11:12:28.957';'2018-06-26 11:24:29.475'
7736543;1896;F;'2018-06-26 11:24:29.475';'2018-06-26 11:48:11.257'
7736560;1896;F;'2018-06-26 11:48:11.257';'2020-01-27 03:23:09.881'
9101810;1896;F;'2020-01-27 03:23:09.881';
7707733;1897;S;'2018-06-07 23:27:38.564';'2020-01-27 03:23:12.062'
7708730;1898;T;'2018-06-08 14:45:41.741';'2018-06-14 10:03:02.802'
7721096;1898;E;'2018-06-14 10:03:02.802';'2018-06-28 10:06:59.724'
7743431;1898;F;'2018-06-28 10:06:59.724';'2018-06-28 10:48:12.656'
7708728;1899;T;'2018-06-08 16:01:23.720';'2018-06-10 00:12:06.782'
7733652;1899;F;'2018-06-24 00:14:28.511';'2018-07-24 00:48:13.636'
7743666;1900;F;'2018-06-28 10:07:07.919';'2018-07-08 16:48:12.354'
7743796;1901;F;'2018-06-28 10:07:12.333';'2018-06-28 10:48:21.767'
7709069;1903;T;'2018-06-09 20:40:51.581';'2018-06-14 10:03:14.426'
7722073;1903;P;'2018-06-14 16:36:02.988';'2018-11-15 16:36:06.496'
7961742;1903;P;'2018-12-19 17:00:27.152';'2019-01-23 11:57:44.118'
8078739;1903;O;'2019-01-23 11:57:44.118';'2019-01-23 12:49:25.702'
8078790;1903;P;'2019-01-23 12:49:25.702';'2019-06-24 13:06:53.689'
8485410;1903;O;'2019-06-24 13:06:53.689';'2019-06-28 13:59:01.085'
8757598;1903;P;'2019-10-06 18:47:29.109';'2019-10-29 23:52:13.404'
9101817;1904;F;'2020-01-27 03:23:25.373';
7709338;1905;S;'2018-06-10 10:39:47.462';'2018-06-10 11:14:10.089'
7709369;1905;T;'2018-06-10 11:14:10.089';'2018-06-10 20:30:56.578'
7721176;1905;E;'2018-06-14 10:03:05.925';'2018-06-28 10:07:09.786'
7743721;1905;F;'2018-06-28 10:07:09.786';'2018-06-28 10:48:20.858'
7714106;1906;B;'2018-06-11 15:26:33.336';'2020-01-27 03:23:29.862'
7714139;1907;T;'2018-06-11 16:13:46.201';'2018-06-14 10:03:09.923'
7743606;1907;F;'2018-06-28 10:07:05.867';'2018-06-28 10:48:14.911'
9101821;1907;F;'2020-01-27 03:23:32.229';
7744299;1908;F;'2018-06-28 10:48:19.345';'2020-01-27 03:23:34.378'
7721220;1909;E;'2018-06-14 10:03:07.589';'2018-06-28 10:07:02.626'
7743513;1909;F;'2018-06-28 10:07:02.626';'2018-06-28 10:48:16.622'
9101823;1909;F;'2020-01-27 03:23:36.770';
7716268;1911;E;'2018-06-12 14:34:45.994';'2018-06-27 19:16:31.746'
9101825;1911;F;'2020-01-27 03:23:41.203';
7721990;1912;P;'2018-06-12 20:33:53.145';'2019-01-07 13:04:10.208'
7986919;1912;P;'2019-01-07 13:04:10.208';'2019-11-14 01:00:09.816'
8895223;1912;O;'2019-11-14 01:00:09.816';'2019-11-14 11:59:57.282'
8896013;1912;P;'2019-11-14 11:59:57.282';'2020-02-13 10:30:30.871'
9311676;1912;P;'2020-02-13 10:30:30.871';'2020-10-01 17:52:15.531'
7721320;1914;E;'2018-06-13 11:19:45.101';'2018-06-28 10:07:01.709'
7743487;1914;F;'2018-06-28 10:07:01.709';'2018-06-28 10:48:15.328'
9101827;1914;F;'2020-01-27 03:23:45.500';
7716459;1915;S;'2018-06-13 21:40:52.154';'2020-02-10 02:05:22.651'
7721926;1916;E;'2018-06-14 11:08:14.700';'2018-06-28 11:48:11.449'
7749359;1917;F;'2018-06-29 01:48:11.531';'2020-01-27 03:23:52.054'
9101829;1917;F;'2020-01-27 03:23:52.054';
7722946;1918;E;'2018-06-15 10:10:20.177';'2018-06-29 10:22:33.567'
9101831;1918;F;'2020-01-27 03:23:54.322';
7723054;1919;B;'2018-06-15 15:16:31.202';'2020-01-27 03:23:56.549'
9101832;1919;B;'2020-01-27 03:23:56.549';
9101833;1920;S;'2020-01-27 03:23:58.624';
7723339;1921;E;'2018-06-16 00:57:13.672';'2018-06-30 01:48:11.607'
7750413;1921;F;'2018-06-30 01:48:11.607';'2020-01-27 03:24:00.913'
7725153;1922;T;'2018-06-18 09:07:13.641';'2018-06-18 09:13:03.113'
7725155;1922;E;'2018-06-18 09:13:03.113';'2018-07-02 09:17:36.046'
7752182;1922;F;'2018-07-02 09:17:36.046';'2018-07-02 09:48:11.802'
7752185;1922;F;'2018-07-02 09:48:11.802';'2020-01-27 03:24:03.176'
9162011;1923;F;'2020-02-10 02:05:21.222';
7725923;1924;E;'2018-06-19 01:00:06.650';'2018-07-02 17:48:11.836'
9162009;1924;F;'2020-02-10 02:05:20.901';
7725818;1925;S;'2018-06-18 20:54:34.659';'2020-01-27 03:24:09.321'
9101837;1925;S;'2020-01-27 03:24:09.321';
9101838;1926;F;'2020-01-27 03:24:11.288';
7725921;1927;E;'2018-06-18 22:13:25.537';'2018-07-02 22:48:11.857'
9101839;1927;F;'2020-01-27 03:24:13.449';
9101840;1928;F;'2020-01-27 03:24:15.499';
7725919;1929;E;'2018-06-19 00:25:35.852';'2018-07-03 00:48:11.867'
7725949;1930;E;'2018-06-19 01:33:41.444';'2018-07-03 01:48:11.866'
7752843;1930;F;'2018-07-03 01:48:11.866';'2020-01-27 03:24:20.045'
7726197;1931;S;'2018-06-19 08:46:50.956';'2020-01-27 03:24:22.276'
9101844;1931;S;'2020-01-27 03:24:22.276';
7796099;2059;E;'2018-08-12 23:15:27.679';'2018-10-23 23:36:10.007'
7753422;1932;F;'2018-07-03 12:48:11.909';'2020-01-27 03:24:24.603'
7727084;1933;S;'2018-06-20 01:19:23.071';'2020-02-10 02:05:19.228'
9162001;1933;S;'2020-02-10 02:05:19.228';
7727891;1934;S;'2018-06-20 09:24:50.678';'2020-01-27 03:24:28.742'
9101846;1934;S;'2020-01-27 03:24:28.742';
9101848;1936;S;'2020-01-27 03:24:33.047';
7730414;1937;E;'2018-06-21 11:40:14.917';'2018-07-04 20:54:13.805'
9161995;1937;F;'2020-02-10 02:05:18.403';
7728707;1938;E;'2018-06-21 00:24:50.104';'2018-07-05 00:48:12.025'
9101849;1938;F;'2020-01-27 03:24:37.491';
7755834;1939;F;'2018-07-05 16:29:31.155';'2018-07-05 16:48:12.091'
7755858;1939;F;'2018-07-05 16:48:12.091';'2020-02-10 02:05:18.000'
7756511;1940;F;'2018-07-06 02:19:31.583';'2018-07-06 02:48:12.140'
7756559;1940;F;'2018-07-06 02:48:12.140';'2020-01-27 03:24:42.078'
9161989;1941;S;'2020-02-10 02:05:17.599';
7732628;1942;E;'2018-06-22 10:54:18.182';'2018-07-06 11:04:31.903'
7756878;1942;F;'2018-07-06 11:04:31.903';'2018-07-06 11:48:12.180'
7756893;1942;F;'2018-07-06 11:48:12.180';'2020-02-10 02:05:17.389'
9101852;1943;S;'2020-01-27 03:24:48.866';
9101853;1944;F;'2020-01-27 03:24:51.124';
7733103;1945;E;'2018-06-22 20:50:57.460';'2018-07-06 20:54:32.273'
7757417;1945;F;'2018-07-06 20:54:32.273';'2018-07-06 21:48:12.205'
7757481;1945;F;'2018-07-06 21:48:12.205';'2020-01-27 03:24:53.482'
9101855;1946;F;'2020-01-27 03:24:55.729';
7757857;1947;F;'2018-07-07 02:48:12.227';'2020-01-27 03:24:57.884'
9101856;1947;F;'2020-01-27 03:24:57.884';
9101857;1948;S;'2020-01-27 03:25:00.045';
7733703;1949;E;'2018-06-24 02:04:41.555';'2018-07-08 02:14:33.360'
7758830;1949;F;'2018-07-08 02:14:33.360';'2018-07-08 02:48:12.309'
9101858;1949;F;'2020-01-27 03:25:02.028';
7987604;2094;S;'2019-01-07 16:02:30.704';'2019-01-08 03:04:30.725'
7733925;1951;E;'2018-06-24 12:44:27.804';'2018-07-08 12:48:12.343'
7759184;1951;F;'2018-07-08 12:48:12.343';'2020-01-27 03:25:06.267'
9101863;1953;F;'2020-01-27 03:25:10.793';
7760397;1954;F;'2018-07-09 13:19:34.657';'2018-07-09 13:48:12.423'
7760413;1954;F;'2018-07-09 13:48:12.423';'2020-01-27 03:25:13.076'
9101866;1956;S;'2020-01-27 03:25:17.240';
7735793;1957;S;'2018-06-25 21:26:26.407';'2020-02-10 02:05:15.038'
9161974;1957;S;'2020-02-10 02:05:15.038';
7736402;1958;E;'2018-06-26 05:57:38.041';'2018-06-26 12:56:22.304'
7736796;1958;B;'2018-06-26 12:56:22.304';'2020-01-27 03:25:21.189'
9101868;1958;B;'2020-01-27 03:25:21.189';
7736512;1959;S;'2018-06-26 10:40:08.709';'2018-06-26 10:49:29.396'
7761900;1959;F;'2018-07-10 10:49:35.479';'2018-07-10 11:48:12.492'
7761922;1959;F;'2018-07-10 11:48:12.492';'2018-07-13 11:17:11.319'
7737448;1960;S;'2018-06-26 23:06:40.574';'2020-01-27 03:25:25.607'
9101870;1960;S;'2020-01-27 03:25:25.607';
7738130;1962;S;'2018-06-27 12:57:34.992';'2018-06-27 15:51:31.643'
7854492;1962;P;'2018-10-14 03:00:22.788';'2019-01-08 05:03:51.773'
8026118;1962;O;'2019-01-11 12:12:54.610';'2019-01-13 03:00:23.046'
9320919;1962;P;'2020-02-13 11:59:02.124';'2020-02-14 19:56:20.836'
9349963;1962;P;'2020-02-15 13:59:23.436';'2020-05-11 12:29:23.913'
9494221;1962;O;'2020-05-11 12:29:23.913';'2020-05-12 12:30:49.662'
7739305;1963;S;'2018-06-28 09:35:19.613';'2020-01-27 03:25:30.069'
7752666;1965;E;'2018-07-02 19:16:23.470';'2018-07-16 19:48:13.033'
7770090;1965;F;'2018-07-16 19:48:13.033';'2020-01-27 03:25:34.489'
9101874;1965;F;'2020-01-27 03:25:34.489';
7754035;1966;E;'2018-07-04 01:20:27.651';'2018-07-18 01:48:13.137'
7771979;1966;F;'2018-07-18 01:48:13.137';'2020-01-27 03:25:36.731'
7754432;1967;E;'2018-07-04 11:19:56.467';'2018-07-18 11:48:13.189'
7772469;1967;F;'2018-07-18 11:48:13.189';'2020-01-27 03:25:38.878'
7754455;1968;E;'2018-07-04 11:59:21.813';'2018-07-04 12:08:22.610'
7772482;1968;F;'2018-07-18 12:48:13.166';'2020-01-27 03:25:41.164'
9101877;1968;F;'2020-01-27 03:25:41.164';
7754531;1969;E;'2018-07-04 13:13:28.028';'2018-07-26 10:23:36.821'
7782664;1969;F;'2018-07-26 10:23:36.821';'2018-09-23 11:36:41.994'
7829055;1969;F;'2018-09-23 11:36:41.994';'2020-02-10 02:05:13.275'
9161964;1969;F;'2020-02-10 02:05:13.275';
7772929;1970;F;'2018-07-18 21:48:13.194';'2020-01-27 03:25:45.666'
9101878;1970;F;'2020-01-27 03:25:45.666';
7755508;1971;S;'2018-07-05 08:55:21.150';'2018-07-11 09:48:17.614'
9161960;1971;F;'2020-02-10 02:05:12.870';
7773683;1972;F;'2018-07-19 13:48:13.246';'2020-01-27 03:25:50.081'
9101881;1972;F;'2020-01-27 03:25:50.081';
7756510;1973;E;'2018-07-06 02:07:18.383';'2018-07-20 02:48:13.300'
7778228;1974;F;'2018-07-23 16:48:13.603';'2020-02-10 02:05:12.161'
7775404;1975;F;'2018-07-20 22:29:44.999';'2018-07-20 22:48:13.372'
9161953;1975;F;'2020-02-10 02:05:11.808';
7758179;1976;E;'2018-07-07 14:14:32.943';'2018-07-21 14:14:45.563'
7782730;1976;E;'2018-07-26 13:17:22.125';'2018-08-09 02:00:00.000'
8740046;1976;O;'2019-09-30 13:01:53.618';'2019-10-01 17:35:15.372'
7758222;1977;E;'2018-07-07 15:35:57.371';'2018-07-21 15:44:45.605'
7776059;1977;F;'2018-07-21 15:44:45.605';'2018-08-20 17:21:23.901'
9101882;1977;F;'2020-01-27 03:25:59.398';
7776872;1978;F;'2018-07-22 12:19:46.369';'2018-07-22 12:48:13.497'
9161951;1978;F;'2020-02-10 02:05:11.195';
7759274;1979;S;'2018-07-08 15:04:38.239';'2018-07-08 21:14:34.023'
7759608;1979;E;'2018-07-08 21:14:34.023';'2018-07-22 21:14:46.683'
7777220;1979;F;'2018-07-22 21:48:13.528';'2020-01-27 03:26:04.063'
9101884;1979;F;'2020-01-27 03:26:04.063';
7759728;1980;S;'2018-07-08 23:32:05.184';'2018-08-28 16:48:27.989'
9101885;1980;F;'2020-01-27 03:26:06.431';
7903430;1981;S;'2018-11-14 20:25:30.899';'2018-11-14 20:37:18.318'
7917971;1981;E;'2018-11-23 20:32:42.136';'2018-11-28 20:36:06.922'
